0	0	0	4095	4095	4095
256	0	0	4095	3788	3070
512	0	0	4095	3678	2731
768	0	0	4095	3596	2491
1024	0	0	4095	3529	2301
1280	0	0	4095	3472	2143
1536	0	0	4095	3420	2006
1792	0	0	4095	3374	1885
2048	0	0	4095	3331	1777
2303	0	0	4095	3292	1680
2559	0	0	4095	3255	1590
2815	0	0	4095	3220	1508
3071	0	0	4095	3187	1432
3327	0	0	4095	3156	1362
3583	0	0	4095	3126	1296
3839	0	0	4095	3098	1234
4095	0	0	4095	3070	1177
0	256	0	2164	2621	1434
256	256	0	2381	2381	883
512	256	0	2465	2296	716
768	256	0	2528	2233	603
1024	256	0	2582	2181	517
1280	256	0	2629	2137	448
1536	256	0	2671	2098	391
1792	256	0	2710	2062	342
2048	256	0	2746	2030	300
2303	256	0	2781	2000	264
2559	256	0	2813	1972	232
2815	256	0	2844	1945	204
3071	256	0	2873	1920	179
3327	256	0	2902	1897	157
3583	256	0	2929	1874	137
3839	256	0	2956	1852	119
4095	256	0	2981	1832	104
0	512	0	1615	2165	816
256	512	0	1801	1949	426
512	512	0	1873	1873	316
768	512	0	1927	1816	245
1024	512	0	1973	1770	194
1280	512	0	2014	1731	154
1536	512	0	2051	1696	123
1792	512	0	2085	1664	98
2048	512	0	2116	1635	77
2303	512	0	2146	1609	60
2559	512	0	2174	1584	47
2815	512	0	2201	1560	35
3071	512	0	2226	1538	26
3327	512	0	2251	1517	19
3583	512	0	2275	1497	13
3839	512	0	2298	1478	8
4095	512	0	2320	1460	5
0	768	0	1261	1854	474
256	768	0	1424	1656	198
512	768	0	1487	1586	128
768	768	0	1535	1535	86
1024	768	0	1576	1493	58
1280	768	0	1612	1457	39
1536	768	0	1644	1425	25
1792	768	0	1674	1397	15
2048	768	0	1702	1370	8
2303	768	0	1728	1346	4
2559	768	0	1754	1323	1
2815	768	0	1777	1302	0
3071	768	0	1800	1282	0
3327	768	0	1822	1263	0
3583	768	0	1844	1245	0
3839	768	0	1864	1228	0
4095	768	0	1884	1211	0
0	1024	0	1002	1616	264
256	1024	0	1147	1433	78
512	1024	0	1203	1368	38
768	1024	0	1246	1321	18
1024	1024	0	1282	1282	8
1280	1024	0	1314	1249	2
1536	1024	0	1344	1220	0
1792	1024	0	1370	1194	0
2048	1024	0	1396	1169	0
2303	1024	0	1419	1147	0
2559	1024	0	1442	1126	0
2815	1024	0	1463	1107	0
3071	1024	0	1484	1089	0
3327	1024	0	1504	1071	0
3583	1024	0	1523	1055	0
3839	1024	0	1541	1039	0
4095	1024	0	1559	1024	0
0	1280	0	804	1423	135
256	1280	0	932	1253	20
512	1280	0	982	1193	4
768	1280	0	1021	1149	0
1024	1280	0	1053	1113	0
1280	1280	0	1082	1082	0
1536	1280	0	1108	1055	0
1792	1280	0	1133	1031	0
2048	1280	0	1155	1009	0
2303	1280	0	1177	988	0
2559	1280	0	1197	969	0
2815	1280	0	1216	951	0
3071	1280	0	1235	934	0
3327	1280	0	1253	918	0
3583	1280	0	1270	903	0
3839	1280	0	1287	889	0
4095	1280	0	1303	875	0
0	1536	0	645	1261	57
256	1536	0	760	1102	1
512	1536	0	805	1046	0
768	1536	0	840	1005	0
1024	1536	0	869	972	0
1280	1536	0	895	944	0
1536	1536	0	919	919	0
1792	1536	0	940	896	0
2048	1536	0	961	875	0
2303	1536	0	980	856	0
2559	1536	0	999	839	0
2815	1536	0	1016	822	0
3071	1536	0	1033	807	0
3327	1536	0	1049	792	0
3583	1536	0	1065	778	0
3839	1536	0	1080	765	0
4095	1536	0	1095	752	0
0	1792	0	518	1123	16
256	1792	0	620	974	0
512	1792	0	660	922	0
768	1792	0	691	884	0
1024	1792	0	717	853	0
1280	1792	0	741	826	0
1536	1792	0	762	803	0
1792	1792	0	782	782	0
2048	1792	0	800	763	0
2303	1792	0	818	745	0
2559	1792	0	835	729	0
2815	1792	0	851	714	0
3071	1792	0	866	699	0
3327	1792	0	881	685	0
3583	1792	0	895	673	0
3839	1792	0	909	660	0
4095	1792	0	922	648	0
0	2048	0	413	1003	1
256	2048	0	503	863	0
512	2048	0	540	814	0
768	2048	0	567	779	0
1024	2048	0	591	750	0
1280	2048	0	612	725	0
1536	2048	0	632	703	0
1792	2048	0	649	684	0
2048	2048	0	666	666	0
2303	2048	0	682	650	0
2559	2048	0	697	635	0
2815	2048	0	712	620	0
3071	2048	0	725	607	0
3327	2048	0	739	594	0
3583	2048	0	752	582	0
3839	2048	0	765	571	0
4095	2048	0	777	560	0
0	2303	0	327	898	0
256	2303	0	407	767	0
512	2303	0	439	721	0
768	2303	0	464	688	0
1024	2303	0	486	661	0
1280	2303	0	505	638	0
1536	2303	0	522	617	0
1792	2303	0	538	599	0
2048	2303	0	553	583	0
2303	2303	0	567	567	0
2559	2303	0	581	553	0
2815	2303	0	594	540	0
3071	2303	0	607	528	0
3327	2303	0	619	516	0
3583	2303	0	631	505	0
3839	2303	0	642	495	0
4095	2303	0	654	484	0
0	2559	0	256	804	0
256	2559	0	326	681	0
512	2559	0	355	638	0
768	2559	0	377	607	0
1024	2559	0	396	582	0
1280	2559	0	413	560	0
1536	2559	0	429	542	0
1792	2559	0	443	525	0
